Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
RobotBattleLearningBrain,4.499,17836.302,9.362,32524,0.140
RobotBattleLearningBrain,4.524,17850.897,9.357,32520,0.140
RobotBattleLearningBrain,4.491,17865.244,9.179,32392,0.140
RobotBattleLearningBrain,4.455,17879.638,9.234,32586,0.140
RobotBattleLearningBrain,4.484,17894.486,9.639,32462,0.140
RobotBattleLearningBrain,4.531,17908.954,9.233,32520,0.140
RobotBattleLearningBrain,4.530,17923.535,9.346,32448,0.140
RobotBattleLearningBrain,4.453,17937.874,9.187,32488,0.140
RobotBattleLearningBrain,4.500,17952.394,9.303,32468,0.140
RobotBattleLearningBrain,4.498,17966.713,9.129,32486,0.140
RobotBattleLearningBrain,4.563,17981.176,9.211,32562,0.140
RobotBattleLearningBrain,4.501,17995.421,9.058,32510,0.140
RobotBattleLearningBrain,4.513,18009.914,9.262,32498,0.140
RobotBattleLearningBrain,4.582,18024.370,9.167,32392,0.140
RobotBattleLearningBrain,4.535,18038.827,9.214,32540,0.140
RobotBattleLearningBrain,4.537,18053.162,9.115,32526,0.140
RobotBattleLearningBrain,4.431,18067.410,9.149,32496,0.140
RobotBattleLearningBrain,4.505,18081.738,9.144,32480,0.140
RobotBattleLearningBrain,4.479,18096.007,9.109,32430,0.140
RobotBattleLearningBrain,4.451,18110.286,9.148,32524,0.140
RobotBattleLearningBrain,4.553,18124.859,9.306,32524,0.140
RobotBattleLearningBrain,4.426,18139.387,9.408,32418,0.140
RobotBattleLearningBrain,4.541,18153.700,9.092,32562,0.140
RobotBattleLearningBrain,4.508,18168.127,9.209,32418,0.140
RobotBattleLearningBrain,4.418,18182.367,9.132,32504,0.141
RobotBattleLearningBrain,4.479,18198.522,10.989,32560,0.141
RobotBattleLearningBrain,4.484,18212.746,9.056,32500,0.141
RobotBattleLearningBrain,4.930,18228.551,10.118,32402,0.141
RobotBattleLearningBrain,4.454,18243.964,10.248,32598,0.141
RobotBattleLearningBrain,4.460,18258.271,9.160,32430,0.141
RobotBattleLearningBrain,4.439,18272.624,9.209,32490,0.141
RobotBattleLearningBrain,4.418,18286.824,9.087,32532,0.141
RobotBattleLearningBrain,4.449,18301.044,9.090,32480,0.141
RobotBattleLearningBrain,4.483,18315.370,9.157,32406,0.141
RobotBattleLearningBrain,4.518,18329.801,9.218,32518,0.141
RobotBattleLearningBrain,4.599,18344.328,9.229,32558,0.141
RobotBattleLearningBrain,4.524,18358.625,9.088,32454,0.141
RobotBattleLearningBrain,4.451,18374.160,10.390,32548,0.141
RobotBattleLearningBrain,4.443,18388.615,9.327,32444,0.141
RobotBattleLearningBrain,4.511,18402.994,9.173,32486,0.141
RobotBattleLearningBrain,4.495,18417.312,9.139,32486,0.141
RobotBattleLearningBrain,4.603,18431.761,9.161,32490,0.141
RobotBattleLearningBrain,4.521,18446.155,9.181,32526,0.141
RobotBattleLearningBrain,4.577,18460.599,9.173,32526,0.141
RobotBattleLearningBrain,4.516,18474.945,9.138,32466,0.142
RobotBattleLearningBrain,4.561,18489.304,9.112,32488,0.142
RobotBattleLearningBrain,4.450,18503.580,9.120,32488,0.142
RobotBattleLearningBrain,4.513,18517.881,9.126,32402,0.142
RobotBattleLearningBrain,4.509,18532.393,9.295,32514,0.142
RobotBattleLearningBrain,4.571,18546.860,9.205,32524,0.142
RobotBattleLearningBrain,4.552,18561.347,9.225,32454,0.142
RobotBattleLearningBrain,4.517,18575.620,9.078,32566,0.142
RobotBattleLearningBrain,4.547,18590.222,9.344,32394,0.142
RobotBattleLearningBrain,4.499,18604.582,9.170,32614,0.142
RobotBattleLearningBrain,4.549,18619.045,9.221,32396,0.142
RobotBattleLearningBrain,4.838,18633.924,9.323,32524,0.142
RobotBattleLearningBrain,4.562,18648.371,9.185,32524,0.142
RobotBattleLearningBrain,4.493,18662.791,9.221,32398,0.142
RobotBattleLearningBrain,4.541,18677.280,9.247,32616,0.142
RobotBattleLearningBrain,4.526,18691.749,9.255,32490,0.142
RobotBattleLearningBrain,4.492,18706.208,9.267,32434,0.142
RobotBattleLearningBrain,4.454,18721.283,9.932,32522,0.142
RobotBattleLearningBrain,4.664,18737.139,10.414,32396,0.142
RobotBattleLearningBrain,4.458,18751.467,9.171,32528,0.142
RobotBattleLearningBrain,4.444,18765.750,9.144,32490,0.142
RobotBattleLearningBrain,4.495,18780.010,9.087,32526,0.142
RobotBattleLearningBrain,4.451,18794.209,9.071,32522,0.142
RobotBattleLearningBrain,4.564,18808.551,9.096,32400,0.143
RobotBattleLearningBrain,4.567,18822.964,9.159,32618,0.143
RobotBattleLearningBrain,4.576,18837.281,9.068,32430,0.143
RobotBattleLearningBrain,4.525,18851.712,9.203,32486,0.143
RobotBattleLearningBrain,4.531,18866.114,9.174,32454,0.143
RobotBattleLearningBrain,5.983,18883.050,10.175,32472,0.143
RobotBattleLearningBrain,4.517,18898.271,9.992,32524,0.143
RobotBattleLearningBrain,4.440,18912.537,9.138,32578,0.143
RobotBattleLearningBrain,4.427,18926.803,9.149,32472,0.143
RobotBattleLearningBrain,4.520,18941.096,9.088,32456,0.143
RobotBattleLearningBrain,4.536,18955.862,9.340,32464,0.143
RobotBattleLearningBrain,4.545,18970.213,9.127,32578,0.143
RobotBattleLearningBrain,4.541,18984.557,9.126,32432,0.143
RobotBattleLearningBrain,4.576,18998.921,9.112,32484,0.143
RobotBattleLearningBrain,4.495,19013.163,9.065,32522,0.143
RobotBattleLearningBrain,4.518,19027.518,9.156,32392,0.143
RobotBattleLearningBrain,4.558,19041.922,9.163,32618,0.143
RobotBattleLearningBrain,4.481,19056.238,9.153,32428,0.143
RobotBattleLearningBrain,4.509,19070.697,9.248,32492,0.143
RobotBattleLearningBrain,4.489,19084.895,9.032,32536,0.143
RobotBattleLearningBrain,4.480,19099.169,9.106,32440,0.143
RobotBattleLearningBrain,4.720,19113.816,9.234,32494,0.143
RobotBattleLearningBrain,4.428,19128.169,9.224,32470,0.143
RobotBattleLearningBrain,4.498,19142.605,9.236,32560,0.143
RobotBattleLearningBrain,5.077,19157.715,9.326,32510,0.143
RobotBattleLearningBrain,4.456,19172.584,9.684,32398,0.143
RobotBattleLearningBrain,4.475,19187.048,9.291,32596,0.144
RobotBattleLearningBrain,4.519,19201.632,9.374,32396,0.144
RobotBattleLearningBrain,4.554,19216.124,9.229,32560,0.144
RobotBattleLearningBrain,4.499,19230.495,9.168,32452,0.144
RobotBattleLearningBrain,4.530,19244.797,9.093,32430,0.144
RobotBattleLearningBrain,4.500,19259.254,9.253,32526,0.144
RobotBattleLearningBrain,4.463,19273.566,9.163,32524,0.144
RobotBattleLearningBrain,4.521,19287.945,9.166,32492,0.144
RobotBattleLearningBrain,4.570,19302.383,9.161,32526,0.144
RobotBattleLearningBrain,4.502,19316.770,9.182,32484,0.144
RobotBattleLearningBrain,4.500,19331.099,9.147,32526,0.144
RobotBattleLearningBrain,4.464,19345.425,9.167,32426,0.144
RobotBattleLearningBrain,4.515,19360.729,10.093,32522,0.144
RobotBattleLearningBrain,4.461,19374.970,9.082,32488,0.144
RobotBattleLearningBrain,4.456,19389.234,9.121,32516,0.144
RobotBattleLearningBrain,4.427,19403.576,9.236,32464,0.144
RobotBattleLearningBrain,4.573,19418.049,9.216,32488,0.144
RobotBattleLearningBrain,4.512,19432.468,9.218,32468,0.144
RobotBattleLearningBrain,4.501,19446.875,9.194,32520,0.144
RobotBattleLearningBrain,4.459,19461.213,9.185,32396,0.144
RobotBattleLearningBrain,4.481,19475.796,9.407,32616,0.144
RobotBattleLearningBrain,4.593,19490.784,9.675,32432,0.144
RobotBattleLearningBrain,4.431,19505.026,9.121,32454,0.144
RobotBattleLearningBrain,4.442,19519.255,9.097,32524,0.144
RobotBattleLearningBrain,4.449,19533.561,9.157,32430,0.144
RobotBattleLearningBrain,4.450,19547.903,9.194,32528,0.144
RobotBattleLearningBrain,4.524,19562.316,9.184,32522,0.144
RobotBattleLearningBrain,4.618,19576.864,9.223,32490,0.145
RobotBattleLearningBrain,4.522,19591.142,9.071,32524,0.145
RobotBattleLearningBrain,4.542,19605.544,9.158,32394,0.145
RobotBattleLearningBrain,4.515,19620.079,9.295,32522,0.145
RobotBattleLearningBrain,4.496,19634.472,9.202,32496,0.145
RobotBattleLearningBrain,4.527,19648.823,9.137,32478,0.145
RobotBattleLearningBrain,4.605,19663.267,9.138,32524,0.145
RobotBattleLearningBrain,4.421,19678.107,9.724,32428,0.145
RobotBattleLearningBrain,4.422,19692.341,9.126,32618,0.145
RobotBattleLearningBrain,4.498,19706.736,9.193,32430,0.145
RobotBattleLearningBrain,4.626,19721.183,9.135,32548,0.145
RobotBattleLearningBrain,4.536,19735.548,9.127,32482,0.145
RobotBattleLearningBrain,4.520,19749.962,9.192,32476,0.145
RobotBattleLearningBrain,4.535,19764.385,9.191,32432,0.145
RobotBattleLearningBrain,4.499,19778.807,9.213,32490,0.145
RobotBattleLearningBrain,4.533,19793.237,9.206,32572,0.145
RobotBattleLearningBrain,4.438,19807.544,9.158,32476,0.145
RobotBattleLearningBrain,4.412,19821.890,9.231,32398,0.145
RobotBattleLearningBrain,4.509,19836.267,9.169,32590,0.145
RobotBattleLearningBrain,4.488,19850.596,9.199,32428,0.145
RobotBattleLearningBrain,4.489,19864.907,9.135,32582,0.145
RobotBattleLearningBrain,4.485,19879.277,9.174,32464,0.145
RobotBattleLearningBrain,4.528,19893.738,9.228,32456,0.145
RobotBattleLearningBrain,4.468,19908.049,9.152,32468,0.146
RobotBattleLearningBrain,4.498,19922.572,9.311,32490,0.146
RobotBattleLearningBrain,4.517,19937.024,9.227,32584,0.146
RobotBattleLearningBrain,4.514,19951.332,9.104,32430,0.146
RobotBattleLearningBrain,4.608,19965.964,9.298,32524,0.146
RobotBattleLearningBrain,4.548,19980.974,9.755,32416,0.146
RobotBattleLearningBrain,4.467,19995.391,9.246,32500,0.146
RobotBattleLearningBrain,4.514,20009.869,9.252,32524,0.146
RobotBattleLearningBrain,4.505,20024.193,9.121,32468,0.146
RobotBattleLearningBrain,4.513,20038.672,9.245,32542,0.146
RobotBattleLearningBrain,4.494,20052.973,9.120,32428,0.146
RobotBattleLearningBrain,4.516,20067.628,9.233,32518,0.146
RobotBattleLearningBrain,4.606,20082.102,9.170,32490,0.146
RobotBattleLearningBrain,4.507,20096.455,9.147,32488,0.146
RobotBattleLearningBrain,4.544,20110.947,9.238,32430,0.146
RobotBattleLearningBrain,4.564,20125.413,9.202,32520,0.146
RobotBattleLearningBrain,4.602,20139.918,9.197,32526,0.146
RobotBattleLearningBrain,4.483,20154.383,9.266,32454,0.146
RobotBattleLearningBrain,4.525,20168.812,9.190,32564,0.146
RobotBattleLearningBrain,4.529,20183.092,9.070,32492,0.146
RobotBattleLearningBrain,4.473,20197.426,9.168,32432,0.146
RobotBattleLearningBrain,4.524,20211.825,9.177,32562,0.146
RobotBattleLearningBrain,4.492,20226.141,9.131,32454,0.146
RobotBattleLearningBrain,4.484,20240.439,9.112,32490,0.146
RobotBattleLearningBrain,4.518,20254.925,9.250,32524,0.146
RobotBattleLearningBrain,4.511,20269.521,9.352,32428,0.146
RobotBattleLearningBrain,4.501,20284.025,9.286,32524,0.147
RobotBattleLearningBrain,4.519,20298.400,9.175,32452,0.147
RobotBattleLearningBrain,4.520,20313.401,9.778,32490,0.147
RobotBattleLearningBrain,4.492,20327.967,9.356,32464,0.147
RobotBattleLearningBrain,4.586,20342.827,9.559,32620,0.147
RobotBattleLearningBrain,4.539,20357.203,9.150,32468,0.147
RobotBattleLearningBrain,4.532,20371.584,9.157,32486,0.147
RobotBattleLearningBrain,4.511,20385.895,9.100,32488,0.147
RobotBattleLearningBrain,4.517,20400.291,9.176,32392,0.147
RobotBattleLearningBrain,4.549,20414.670,9.140,32584,0.147
RobotBattleLearningBrain,4.426,20429.028,9.213,32430,0.147
RobotBattleLearningBrain,4.550,20443.377,9.104,32560,0.147
RobotBattleLearningBrain,4.564,20457.830,9.174,32488,0.147
RobotBattleLearningBrain,4.527,20472.358,9.275,32394,0.147
RobotBattleLearningBrain,4.520,20486.795,9.208,32526,0.147
RobotBattleLearningBrain,4.554,20501.263,9.204,32522,0.147
RobotBattleLearningBrain,4.511,20515.725,9.253,32526,0.147
RobotBattleLearningBrain,4.515,20530.196,9.233,32488,0.147
RobotBattleLearningBrain,4.479,20544.647,9.256,32396,0.147
RobotBattleLearningBrain,4.495,20559.269,9.417,32620,0.147
RobotBattleLearningBrain,4.546,20573.775,9.260,32428,0.147
RobotBattleLearningBrain,4.545,20588.252,9.214,32452,0.147
RobotBattleLearningBrain,4.482,20602.562,9.125,32530,0.147
RobotBattleLearningBrain,4.454,20617.713,9.991,32432,0.147
RobotBattleLearningBrain,4.536,20632.096,9.151,32524,0.147
RobotBattleLearningBrain,4.725,20646.774,9.237,32522,0.148
RobotBattleLearningBrain,4.490,20661.455,9.457,32490,0.148
RobotBattleLearningBrain,4.480,20676.911,10.145,32490,0.148
RobotBattleLearningBrain,4.512,20691.442,9.287,32434,0.148
RobotBattleLearningBrain,4.507,20705.877,9.217,32584,0.148
RobotBattleLearningBrain,4.451,20720.155,9.128,32526,0.148
RobotBattleLearningBrain,4.527,20735.016,9.600,32428,0.148
RobotBattleLearningBrain,4.517,20749.444,9.195,32524,0.148
RobotBattleLearningBrain,4.570,20763.930,9.217,32488,0.148
RobotBattleLearningBrain,4.557,20780.050,10.867,32484,0.148
RobotBattleLearningBrain,4.551,20794.439,9.144,32468,0.148
RobotBattleLearningBrain,4.443,20808.809,9.219,32526,0.148
RobotBattleLearningBrain,4.442,20822.958,9.023,32418,0.148
RobotBattleLearningBrain,4.515,20837.397,9.216,32560,0.148
RobotBattleLearningBrain,4.490,20851.725,9.143,32524,0.148
RobotBattleLearningBrain,4.500,20866.090,9.168,32396,0.148
RobotBattleLearningBrain,4.510,20880.390,9.098,32526,0.148
RobotBattleLearningBrain,4.540,20894.774,9.143,32522,0.148
RobotBattleLearningBrain,4.526,20909.110,9.124,32490,0.148
RobotBattleLearningBrain,4.543,20923.465,9.121,32470,0.148
RobotBattleLearningBrain,4.468,20939.083,10.443,32450,0.148
RobotBattleLearningBrain,4.484,20953.522,9.240,32586,0.148
RobotBattleLearningBrain,4.422,20967.728,9.116,32390,0.149
RobotBattleLearningBrain,4.466,20981.988,9.108,32572,0.149
RobotBattleLearningBrain,4.512,20996.400,9.193,32518,0.149
RobotBattleLearningBrain,4.534,21010.788,9.160,32430,0.149
RobotBattleLearningBrain,4.525,21025.247,9.221,32526,0.149
RobotBattleLearningBrain,4.532,21039.676,9.198,32456,0.149
RobotBattleLearningBrain,4.543,21054.080,9.163,32526,0.149
RobotBattleLearningBrain,4.520,21068.473,9.176,32522,0.149
RobotBattleLearningBrain,4.606,21084.507,10.720,32396,0.149
RobotBattleLearningBrain,4.479,21098.815,9.136,32560,0.149
RobotBattleLearningBrain,4.442,21113.003,9.061,32452,0.149
RobotBattleLearningBrain,4.461,21127.249,9.096,32452,0.149
RobotBattleLearningBrain,4.462,21141.627,9.206,32566,0.149
RobotBattleLearningBrain,4.480,21156.016,9.201,32466,0.149
RobotBattleLearningBrain,4.506,21170.483,9.257,32526,0.149
RobotBattleLearningBrain,4.494,21184.954,9.095,32490,0.149
RobotBattleLearningBrain,4.524,21199.342,9.169,32394,0.149
RobotBattleLearningBrain,4.496,21213.715,9.179,32540,0.149
RobotBattleLearningBrain,4.577,21228.208,9.221,32536,0.149
RobotBattleLearningBrain,4.510,21242.678,9.252,32462,0.149
RobotBattleLearningBrain,4.456,21258.546,10.710,32488,0.150
RobotBattleLearningBrain,4.415,21272.744,9.100,32428,0.150
RobotBattleLearningBrain,4.447,21287.053,9.157,32614,0.150
RobotBattleLearningBrain,4.485,21301.403,9.162,32396,0.150
RobotBattleLearningBrain,4.430,21315.656,9.125,32524,0.150
RobotBattleLearningBrain,4.470,21329.959,9.124,32520,0.150
RobotBattleLearningBrain,4.562,21344.426,9.202,32458,0.150
RobotBattleLearningBrain,4.511,21358.822,9.182,32474,0.150
RobotBattleLearningBrain,4.540,21373.314,9.242,32512,0.150
RobotBattleLearningBrain,4.570,21387.737,9.146,32518,0.150
RobotBattleLearningBrain,4.516,21402.561,9.610,32496,0.150
RobotBattleLearningBrain,4.512,21416.849,9.135,32420,0.150
RobotBattleLearningBrain,4.533,21431.206,9.136,32504,0.150
RobotBattleLearningBrain,4.504,21445.600,9.195,32522,0.150
RobotBattleLearningBrain,4.519,21459.877,9.075,32522,0.150
RobotBattleLearningBrain,4.560,21474.244,9.106,32454,0.150
RobotBattleLearningBrain,4.555,21488.748,9.242,32432,0.150
RobotBattleLearningBrain,4.495,21503.229,9.271,32526,0.150
RobotBattleLearningBrain,4.521,21517.551,9.116,32546,0.150
RobotBattleLearningBrain,4.489,21532.000,9.243,32508,0.150
RobotBattleLearningBrain,4.500,21546.280,9.085,32452,0.150
RobotBattleLearningBrain,4.496,21560.682,9.205,32524,0.150
RobotBattleLearningBrain,4.434,21576.007,10.165,32522,0.150
RobotBattleLearningBrain,4.430,21590.196,9.078,32428,0.150
RobotBattleLearningBrain,4.439,21604.514,9.173,32454,0.150
RobotBattleLearningBrain,4.490,21618.740,9.047,32528,0.151
RobotBattleLearningBrain,4.439,21633.123,9.248,32526,0.151
RobotBattleLearningBrain,4.430,21647.522,9.251,32432,0.151
RobotBattleLearningBrain,4.463,21661.826,9.151,32490,0.151
RobotBattleLearningBrain,4.493,21676.177,9.170,32522,0.151
RobotBattleLearningBrain,4.500,21690.386,9.030,32520,0.151
RobotBattleLearningBrain,4.549,21704.768,9.147,32418,0.151
RobotBattleLearningBrain,4.554,21719.143,9.132,32506,0.151
RobotBattleLearningBrain,4.466,21733.621,9.287,32486,0.151
RobotBattleLearningBrain,4.508,21748.118,9.277,32558,0.151
RobotBattleLearningBrain,4.604,21762.616,9.179,32452,0.151
RobotBattleLearningBrain,4.501,21776.960,9.146,32426,0.151
RobotBattleLearningBrain,4.568,21791.308,9.091,32580,0.151
RobotBattleLearningBrain,4.520,21805.786,9.243,32428,0.151
RobotBattleLearningBrain,4.579,21820.286,9.225,32522,0.151
RobotBattleLearningBrain,4.525,21834.555,9.061,32454,0.151
RobotBattleLearningBrain,4.490,21849.030,9.257,32560,0.151
RobotBattleLearningBrain,4.532,21863.422,9.171,32522,0.151
RobotBattleLearningBrain,4.528,21877.802,9.174,32394,0.151
RobotBattleLearningBrain,4.532,21892.140,9.127,32526,0.151
RobotBattleLearningBrain,4.564,21906.423,9.044,32518,0.151
RobotBattleLearningBrain,4.466,21920.712,9.134,32400,0.151
RobotBattleLearningBrain,4.511,21935.053,9.147,32516,0.151
RobotBattleLearningBrain,4.545,21949.450,9.162,32522,0.151
RobotBattleLearningBrain,4.455,21963.747,9.147,32524,0.151
RobotBattleLearningBrain,4.487,21978.107,9.164,32490,0.151
RobotBattleLearningBrain,4.517,21992.532,9.203,32500,0.151
RobotBattleLearningBrain,4.516,22006.888,9.151,32418,0.151
RobotBattleLearningBrain,4.521,22021.513,9.382,32582,0.151
RobotBattleLearningBrain,4.429,22036.351,9.719,32432,0.151
RobotBattleLearningBrain,4.440,22050.593,9.109,32486,0.151
RobotBattleLearningBrain,4.480,22064.894,9.122,32522,0.151
RobotBattleLearningBrain,4.465,22079.224,9.188,32430,0.151
RobotBattleLearningBrain,4.470,22093.531,9.143,32486,0.151
RobotBattleLearningBrain,4.543,22107.996,9.215,32490,0.151
RobotBattleLearningBrain,4.574,22122.321,9.065,32526,0.151
RobotBattleLearningBrain,4.518,22136.721,9.181,32528,0.152
RobotBattleLearningBrain,4.524,22151.161,9.216,32430,0.152
RobotBattleLearningBrain,4.528,22165.580,9.193,32524,0.152
RobotBattleLearningBrain,4.541,22179.976,9.160,32526,0.152
RobotBattleLearningBrain,4.539,22194.316,9.108,32488,0.152
RobotBattleLearningBrain,4.938,22209.244,9.274,32396,0.152
RobotBattleLearningBrain,4.508,22223.889,9.407,32570,0.152
RobotBattleLearningBrain,4.537,22238.222,9.112,32472,0.152
RobotBattleLearningBrain,4.462,22252.554,9.169,32488,0.152
RobotBattleLearningBrain,4.492,22266.775,9.043,32524,0.152
RobotBattleLearningBrain,4.488,22281.145,9.179,32394,0.152
RobotBattleLearningBrain,4.566,22295.840,9.262,32526,0.152
RobotBattleLearningBrain,4.480,22310.222,9.207,32522,0.152
RobotBattleLearningBrain,4.539,22324.581,9.130,32524,0.152
RobotBattleLearningBrain,4.492,22338.896,9.123,32486,0.152
RobotBattleLearningBrain,4.428,22355.042,10.992,32390,0.152
RobotBattleLearningBrain,4.492,22369.526,9.284,32582,0.152
RobotBattleLearningBrain,4.499,22383.852,9.137,32432,0.152
RobotBattleLearningBrain,4.492,22398.186,9.150,32526,0.152
RobotBattleLearningBrain,4.535,22412.521,9.106,32524,0.152
RobotBattleLearningBrain,4.531,22426.949,9.197,32492,0.152
RobotBattleLearningBrain,4.485,22441.381,9.235,32520,0.152
RobotBattleLearningBrain,4.499,22455.689,9.120,32432,0.152
RobotBattleLearningBrain,4.493,22470.143,9.252,32452,0.152
RobotBattleLearningBrain,4.502,22484.560,9.205,32526,0.152
RobotBattleLearningBrain,4.564,22499.041,9.215,32490,0.152
RobotBattleLearningBrain,4.452,22513.948,9.765,32562,0.152
RobotBattleLearningBrain,4.452,22528.252,9.160,32392,0.152
RobotBattleLearningBrain,4.474,22542.652,9.215,32548,0.153
RobotBattleLearningBrain,4.449,22557.299,9.474,32504,0.153
RobotBattleLearningBrain,4.484,22571.754,9.250,32404,0.153
RobotBattleLearningBrain,4.537,22586.259,9.261,32546,0.153
RobotBattleLearningBrain,4.518,22600.526,9.068,32494,0.153
RobotBattleLearningBrain,4.491,22614.898,9.173,32522,0.153
RobotBattleLearningBrain,4.496,22629.257,9.154,32486,0.153
RobotBattleLearningBrain,4.512,22643.713,9.230,32490,0.153
RobotBattleLearningBrain,4.518,22658.172,9.228,32428,0.153
RobotBattleLearningBrain,4.489,22672.876,9.502,32490,0.153
RobotBattleLearningBrain,4.498,22687.305,9.227,32560,0.153
RobotBattleLearningBrain,4.519,22701.770,9.229,32452,0.153
RobotBattleLearningBrain,4.514,22716.110,9.135,32488,0.153
RobotBattleLearningBrain,4.514,22730.574,9.238,32562,0.153
RobotBattleLearningBrain,4.514,22745.012,9.210,32428,0.153
RobotBattleLearningBrain,4.542,22759.334,9.097,32524,0.153
RobotBattleLearningBrain,4.567,22773.804,9.194,32484,0.153
RobotBattleLearningBrain,4.445,22788.521,9.563,32490,0.153
RobotBattleLearningBrain,4.506,22803.024,9.305,32428,0.153
RobotBattleLearningBrain,4.489,22817.581,9.365,32484,0.153
RobotBattleLearningBrain,4.442,22831.919,9.193,32526,0.153
RobotBattleLearningBrain,4.432,22846.298,9.219,32520,0.153
RobotBattleLearningBrain,4.449,22860.626,9.173,32396,0.153
RobotBattleLearningBrain,4.462,22874.964,9.170,32526,0.153
RobotBattleLearningBrain,4.545,22889.324,9.127,32488,0.153
RobotBattleLearningBrain,4.551,22903.901,9.302,32566,0.154
RobotBattleLearningBrain,4.525,22918.300,9.167,32454,0.154
RobotBattleLearningBrain,4.534,22932.806,9.250,32428,0.154
RobotBattleLearningBrain,4.525,22947.224,9.191,32582,0.154
RobotBattleLearningBrain,4.566,22961.644,9.178,32434,0.154
RobotBattleLearningBrain,4.519,22975.996,9.154,32558,0.154
RobotBattleLearningBrain,4.519,22990.385,9.159,32484,0.154
RobotBattleLearningBrain,4.510,23004.812,9.213,32394,0.154
RobotBattleLearningBrain,4.561,23019.183,9.125,32616,0.154
RobotBattleLearningBrain,4.517,23033.727,9.306,32430,0.154
RobotBattleLearningBrain,4.533,23048.165,9.201,32524,0.154
RobotBattleLearningBrain,4.477,23062.368,9.039,32454,0.154
RobotBattleLearningBrain,4.570,23076.810,9.180,32428,0.154
RobotBattleLearningBrain,4.461,23091.256,9.284,32522,0.154
RobotBattleLearningBrain,4.493,23105.671,9.214,32524,0.154
RobotBattleLearningBrain,4.528,23120.268,9.347,32476,0.154
RobotBattleLearningBrain,4.515,23134.600,9.111,32540,0.154
RobotBattleLearningBrain,4.505,23149.056,9.241,32396,0.154
RobotBattleLearningBrain,4.542,23163.363,9.082,32618,0.154
RobotBattleLearningBrain,4.758,23178.040,9.210,32450,0.154
RobotBattleLearningBrain,4.456,23192.427,9.211,32466,0.154
RobotBattleLearningBrain,4.442,23206.727,9.145,32488,0.154
RobotBattleLearningBrain,4.514,23221.190,9.240,32528,0.154
RobotBattleLearningBrain,4.480,23235.541,9.175,32430,0.154
RobotBattleLearningBrain,4.533,23250.026,9.235,32524,0.154
RobotBattleLearningBrain,4.611,23264.534,9.205,32488,0.154
RobotBattleLearningBrain,4.493,23278.768,9.052,32524,0.154
RobotBattleLearningBrain,4.533,23293.212,9.209,32394,0.154
RobotBattleLearningBrain,4.532,23307.788,9.332,32526,0.154
RobotBattleLearningBrain,4.584,23322.158,9.094,32482,0.154
RobotBattleLearningBrain,4.523,23336.516,9.138,32526,0.154
RobotBattleLearningBrain,4.468,23350.841,9.150,32488,0.154
RobotBattleLearningBrain,4.483,23365.153,9.137,32526,0.154
RobotBattleLearningBrain,4.527,23379.519,9.142,32522,0.154
RobotBattleLearningBrain,4.467,23393.866,9.165,32490,0.154
